0,2646,100
1.8,559,100
3.6,2449,100
5.4,2662,100
7.2,2746,100
9,2772,100
10.8,-1000,0
12.6,-1000,0
14.4,-1000,0
16.2,-1000,0
18,-1000,0
19.8,-1000,0
21.6,-1000,0
23.4,-1000,0
25.2,-1000,0
27,-1000,0
28.8,-1000,0
30.6,-1000,0
32.4,-1000,0
34.2,788,100
36,-1000,0
37.8,-1000,0
39.6,799,100
41.4,-1000,0
43.2,3073,100
45,2936,100
46.8,2975,100
48.6,3049,100
50.4,3130,100
52.2,3016,100
54,2452,100
55.8,2836,100
57.6,2752,100
59.4,2721,100
61.2,2720,100
63,2720,100
64.8,2719,100
66.6,2717,100
68.4,2713,100
70.2,2640,100
72,2575,100
73.8,2516,100
75.6,2460,100
77.4,2408,100
79.2,2364,100
81,2320,100
82.8,2278,100
84.6,2241,100
86.4,2207,100
88.2,2175,100
90,2147,100
91.8,2123,100
93.6,2101,100
95.4,2151,100
97.2,2232,100
99,2212,100
100.8,2226,100
102.6,2262,100
104.4,2111,100
106.2,2109,100
108,2094,100
109.8,2091,100
111.6,2087,100
113.4,2082,100
115.2,2073,100
117,2315,100
118.8,2187,100
120.6,2656,100
122.4,2674,100
124.2,2691,100
126,2716,100
127.8,2744,100
129.6,2771,100
131.4,2803,100
133.2,2838,100
135,2880,100
136.8,2923,100
138.6,2969,100
140.4,-1000,0
142.2,2761,100
144,2470,100
145.8,2416,100
147.6,2310,100
149.4,1694,100
151.2,1632,100
153,1573,100
154.8,1564,100
156.6,1616,100
158.4,1672,100
160.2,1733,100
162,1799,100
163.8,1879,100
165.6,1962,100
167.4,2059,100
169.2,2163,100
171,2289,100
172.8,2424,100
174.6,2326,100
176.4,2104,100
178.2,2067,100
180,1940,100
181.8,1921,100
183.6,1903,100
185.4,1888,100
187.2,1876,100
189,2429,100
190.8,2320,100
192.6,-1000,0
194.4,2256,100
196.2,1682,100
198,1650,100
199.8,1554,100
201.6,1534,100
203.4,1480,100
205.2,1066,100
207,1066,100
208.8,1071,100
210.6,1074,100
212.4,1081,100
214.2,1086,100
216,1095,100
217.8,1105,100
219.6,1194,100
221.4,1184,100
223.2,1213,100
225,2561,100
226.8,2529,100
228.6,-1000,0
230.4,-1000,0
232.2,1775,100
234,1766,100
235.8,1849,100
237.6,1683,100
239.4,1665,100
241.2,2980,100
243,2278,100
244.8,2051,100
246.6,2034,100
248.4,1993,100
250.2,2007,100
252,1999,100
253.8,1906,100
255.6,1895,100
257.4,1930,100
259.2,1971,100
261,1993,100
262.8,2017,100
264.6,2035,100
266.4,3410,100
268.2,3362,100
270,3323,100
271.8,3288,100
273.6,596,100
275.4,590,100
277.2,587,100
279,579,100
280.8,579,100
282.6,579,100
284.4,576,100
286.2,575,100
288,571,100
289.8,570,100
291.6,571,100
293.4,572,100
295.2,572,100
297,574,100
298.8,579,100
300.6,580,100
302.4,589,100
304.2,594,100
306,508,100
307.8,500,100
309.6,515,100
311.4,612,100
313.2,621,100
315,-1000,0
316.8,-1000,0
318.6,-1000,0
320.4,-1000,0
322.2,-1000,0
324,-1000,0
325.8,-1000,0
327.6,-1000,0
329.4,-1000,0
331.2,-1000,0
333,-1000,0
334.8,-1000,0
336.6,-1000,0
338.4,-1000,0
340.2,348,100
342,343,100
343.8,333,100
345.6,326,100
347.4,319,100
349.2,311,100
351,304,100
352.8,304,100
354.6,314,100
356.4,-1000,0
358.2,3078,100
360,775,100
