0,2655,100
1.8,559,100
3.6,2450,100
5.4,2669,100
7.2,2746,100
9,2771,100
10.8,-1000,0
12.6,-1000,0
14.4,-1000,0
16.2,-1000,0
18,-1000,0
19.8,-1000,0
21.6,-1000,0
23.4,-1000,0
25.2,-1000,0
27,-1000,0
28.8,-1000,0
30.6,-1000,0
32.4,785,100
34.2,816,100
36,-1000,0
37.8,-1000,0
39.6,-1000,0
41.4,-1000,0
43.2,-1000,0
45,-1000,0
46.8,-1000,0
48.6,-1000,0
50.4,3549,100
52.2,-1000,0
54,3064,100
55.8,2925,100
57.6,2984,100
59.4,3061,100
61.2,3103,100
63,2994,100
64.8,2459,100
66.6,2785,100
68.4,2712,100
70.2,2640,100
72,2577,100
73.8,2516,100
75.6,2462,100
77.4,2410,100
79.2,2364,100
81,2317,100
82.8,2279,100
84.6,2241,100
86.4,2206,100
88.2,2176,100
90,2149,100
91.8,2122,100
93.6,2100,100
95.4,2153,100
97.2,2233,100
99,2210,100
100.8,2226,100
102.6,2258,100
104.4,2113,100
106.2,2108,100
108,2094,100
109.8,2094,100
111.6,2092,100
113.4,2083,100
115.2,2072,100
117,2324,100
118.8,2187,100
120.6,2657,100
122.4,2675,100
124.2,2691,100
126,2715,100
127.8,2742,100
129.6,2769,100
131.4,2802,100
133.2,2838,100
135,2878,100
136.8,2922,100
138.6,2969,100
140.4,2467,100
142.2,-1000,0
144,2491,100
145.8,2399,100
147.6,2386,100
149.4,1695,100
151.2,1632,100
153,1572,100
154.8,1565,100
156.6,1616,100
158.4,1671,100
160.2,1733,100
162,1800,100
163.8,1875,100
165.6,1961,100
167.4,2057,100
169.2,2164,100
171,2285,100
172.8,2423,100
174.6,2326,100
176.4,2102,100
178.2,2066,100
180,1942,100
181.8,1919,100
183.6,1902,100
185.4,1888,100
187.2,1881,100
189,-1000,0
190.8,2303,100
192.6,-1000,0
194.4,2250,100
196.2,1679,100
198,1656,100
199.8,1554,100
201.6,1535,100
203.4,1482,100
205.2,1065,100
207,1065,100
208.8,1068,100
210.6,1074,100
212.4,1080,100
214.2,1086,100
216,1096,100
217.8,1105,100
219.6,1195,100
221.4,1184,100
223.2,1214,100
225,2557,100
226.8,2530,100
228.6,-1000,0
230.4,1765,100
232.2,1767,100
234,1765,100
235.8,-1000,0
237.6,1682,100
239.4,1666,100
241.2,-1000,0
243,2276,100
244.8,2052,100
246.6,2033,100
248.4,1991,100
250.2,2007,100
252,1998,100
253.8,-1000,0
255.6,1895,100
257.4,1929,100
259.2,1972,100
261,1991,100
262.8,2018,100
264.6,2033,100
266.4,3410,100
268.2,3363,100
270,3325,100
271.8,3287,100
273.6,597,100
275.4,592,100
277.2,586,100
279,582,100
280.8,579,100
282.6,577,100
284.4,573,100
286.2,572,100
288,572,100
289.8,572,100
291.6,572,100
293.4,572,100
295.2,572,100
297,573,100
298.8,576,100
300.6,580,100
302.4,585,100
304.2,591,100
306,509,100
307.8,497,100
309.6,515,100
311.4,613,100
313.2,622,100
315,628,100
316.8,-1000,0
318.6,-1000,0
320.4,-1000,0
322.2,-1000,0
324,-1000,0
325.8,-1000,0
327.6,-1000,0
329.4,-1000,0
331.2,-1000,0
333,-1000,0
334.8,-1000,0
336.6,-1000,0
338.4,356,100
340.2,350,100
342,-1000,0
343.8,335,100
345.6,327,100
347.4,-1000,0
349.2,309,100
351,304,100
352.8,303,100
354.6,314,100
356.4,-1000,0
358.2,3076,100
360,776,100
