0,2656,100
1.8,561,100
3.6,2450,100
5.4,2668,100
7.2,2748,100
9,2776,100
10.8,-1000,0
12.6,-1000,0
14.4,-1000,0
16.2,-1000,0
18,-1000,0
19.8,-1000,0
21.6,-1000,0
23.4,-1000,0
25.2,2340,100
27,-1000,0
28.8,-1000,0
30.6,-1000,0
32.4,799,100
34.2,-1000,0
36,812,100
37.8,-1000,0
39.6,-1000,0
41.4,-1000,0
43.2,3056,100
45,2924,100
46.8,2981,100
48.6,3058,100
50.4,3108,100
52.2,2998,100
54,2450,100
55.8,2794,100
57.6,2721,100
59.4,2655,100
61.2,2598,100
63,2584,100
64.8,2584,100
66.6,2583,100
68.4,2583,100
70.2,2582,100
72,2579,100
73.8,2518,100
75.6,2461,100
77.4,2408,100
79.2,2363,100
81,2318,100
82.8,2279,100
84.6,2238,100
86.4,2206,100
88.2,2175,100
90,2149,100
91.8,2122,100
93.6,2099,100
95.4,2155,100
97.2,2232,100
99,2212,100
100.8,2228,100
102.6,2264,100
104.4,2114,100
106.2,2109,100
108,2092,100
109.8,2094,100
111.6,2090,100
113.4,2080,100
115.2,2074,100
117,2302,100
118.8,2188,100
120.6,2654,100
122.4,2672,100
124.2,2693,100
126,2716,100
127.8,2836,100
129.6,2215,100
131.4,2071,100
133.2,1956,100
135,1915,100
136.8,1886,100
138.6,1881,100
140.4,1848,100
142.2,1853,100
144,1907,100
145.8,1927,100
147.6,3281,100
149.4,1698,100
151.2,1632,100
153,1572,100
154.8,1565,100
156.6,1615,100
158.4,1670,100
160.2,1731,100
162,1799,100
163.8,1874,100
165.6,1960,100
167.4,2057,100
169.2,2162,100
171,2285,100
172.8,2422,100
174.6,2325,100
176.4,2102,100
178.2,2068,100
180,1942,100
181.8,1918,100
183.6,1904,100
185.4,1886,100
187.2,1878,100
189,2487,100
190.8,2370,100
192.6,2379,100
194.4,2260,100
196.2,1685,100
198,1654,100
199.8,1556,100
201.6,1535,100
203.4,1479,100
205.2,1066,100
207,1065,100
208.8,1066,100
210.6,1071,100
212.4,1081,100
214.2,1088,100
216,1096,100
217.8,1107,100
219.6,1194,100
221.4,1184,100
223.2,1213,100
225,2538,100
226.8,2539,100
228.6,-1000,0
230.4,1765,100
232.2,-1000,0
234,1765,100
235.8,-1000,0
237.6,1681,100
239.4,1665,100
241.2,2984,100
243,2278,100
244.8,2053,100
246.6,2032,100
248.4,1994,100
250.2,2009,100
252,1999,100
253.8,1901,100
255.6,1894,100
257.4,1924,100
259.2,1974,100
261,1990,100
262.8,2018,100
264.6,2032,100
266.4,3409,100
268.2,3365,100
270,3324,100
271.8,3287,100
273.6,598,100
275.4,590,100
277.2,585,100
279,583,100
280.8,579,100
282.6,575,100
284.4,572,100
286.2,572,100
288,572,100
289.8,571,100
291.6,571,100
293.4,571,100
295.2,572,100
297,574,100
298.8,576,100
300.6,582,100
302.4,586,100
304.2,593,100
306,510,100
307.8,497,100
309.6,515,100
311.4,613,100
313.2,622,100
315,-1000,0
316.8,-1000,0
318.6,-1000,0
320.4,-1000,0
322.2,-1000,0
324,2467,100
325.8,-1000,0
327.6,-1000,0
329.4,-1000,0
331.2,152,100
333,-1000,0
334.8,-1000,0
336.6,-1000,0
338.4,357,100
340.2,346,100
342,337,100
343.8,330,100
345.6,324,100
347.4,318,100
349.2,309,100
351,305,100
352.8,300,100
354.6,310,100
356.4,-1000,0
358.2,-1000,0
360,775,100
